customer_id,customer_name,email,phone,country,city,signup_date,acquisition_channel,segment,customer_status
1124,Customer_01124,customer_01124@email.com,+12490513828,France,Paris,2022-05-27,direct,at_risk,active
1125,Customer_01125,customer_01125@email.com,+17870626615,Canada,Calgary,2021-12-22,organic,at_risk,active
1126,Customer_01126,customer_01126@email.com,+16473683129,Australia,Sydney,2021-03-07,referral,standard,active
1127,Customer_01127,customer_01127@email.com,+14346569443,Canada,Toronto,2021-11-07,organic,standard,active
1128,Customer_01128,customer_01128@email.com,+16734842557,USA,Phoenix,2021-05-11,direct,standard,active
1129,Customer_01129,customer_01129@email.com,+17573617420,Australia,Melbourne,2022-04-17,paid_search,at_risk,active
1130,Customer_01130,customer_01130@email.com,+13931585714,France,Lyon,2021-07-28,paid_search,standard,active
1131,Customer_01131,customer_01131@email.com,+17792093995,Germany,Hamburg,2021-08-22,social_media,churned,churned
1132,Customer_01132,customer_01132@email.com,+18180758153,UK,London,2022-11-09,paid_search,high_value,active
1133,Customer_01133,customer_01133@email.com,+16269015757,France,Lyon,2021-07-04,referral,churned,churned
1134,Customer_01134,customer_01134@email.com,+19776908942,India,Delhi,2021-11-14,partnership,at_risk,active
1135,Customer_01135,customer_01135@email.com,+17800915283,France,Toulouse,2022-05-30,paid_search,standard,active
1136,Customer_01136,customer_01136@email.com,+14717729159,Japan,Tokyo,2021-06-05,paid_search,standard,active
1137,Customer_01137,customer_01137@email.com,+16892976910,India,Bangalore,2022-05-30,partnership,standard,active
1138,Customer_01138,customer_01138@email.com,+17183779510,UK,London,2022-07-17,organic,standard,active
1139,Customer_01139,customer_01139@email.com,+17801708301,India,Mumbai,2022-03-02,paid_search,standard,dormant
1140,Customer_01140,customer_01140@email.com,+14313993297,USA,Houston,2022-06-28,organic,at_risk,inactive
1141,Customer_01141,customer_01141@email.com,+15023887882,Canada,Vancouver,2021-01-02,organic,premium,active
1142,Customer_01142,customer_01142@email.com,+17443197000,UK,London,2022-06-27,social_media,standard,active
1143,Customer_01143,customer_01143@email.com,+19212535633,Canada,Calgary,2021-04-07,referral,standard,active
1144,Customer_01144,customer_01144@email.com,+15374517348,USA,Los Angeles,2022-07-30,organic,high_value,dormant
1145,Customer_01145,customer_01145@email.com,+16262695885,Japan,Yokohama,2022-06-29,paid_search,standard,active
1146,Customer_01146,customer_01146@email.com,+16839947809,Japan,Kobe,2022-11-24,social_media,standard,active
1147,Customer_01147,customer_01147@email.com,+15055417606,France,Marseille,2022-10-28,social_media,at_risk,active
1148,Customer_01148,customer_01148@email.com,+19565471435,UK,Manchester,2021-02-08,organic,standard,active
1149,Customer_01149,customer_01149@email.com,+14102209245,Japan,Osaka,2021-05-13,paid_search,standard,active
1150,Customer_01150,customer_01150@email.com,+17449098658,Australia,Perth,2021-03-09,paid_search,standard,active
1151,Customer_01151,customer_01151@email.com,+19016377812,Japan,Osaka,2022-01-10,organic,at_risk,active
1152,Customer_01152,customer_01152@email.com,+12399839065,UK,London,2021-07-27,partnership,premium,active
1153,Customer_01153,customer_01153@email.com,+17489937531,USA,Phoenix,2021-07-10,organic,high_value,active
1154,Customer_01154,customer_01154@email.com,+13585148616,Japan,Osaka,2021-02-09,organic,high_value,active
1155,Customer_01155,customer_01155@email.com,+17700664039,UK,Birmingham,2022-08-20,partnership,standard,active
1156,Customer_01156,customer_01156@email.com,+19619853034,Germany,Munich,2022-01-03,organic,at_risk,inactive
1157,Customer_01157,customer_01157@email.com,+19434296040,Australia,Brisbane,2021-01-10,organic,standard,active
1158,Customer_01158,customer_01158@email.com,+19147443266,India,Delhi,2021-10-09,direct,standard,active
1159,Customer_01159,customer_01159@email.com,+17833522200,USA,New York,2022-10-09,paid_search,churned,churned
1160,Customer_01160,customer_01160@email.com,+14295335613,France,Marseille,2021-11-16,paid_search,premium,dormant
1161,Customer_01161,customer_01161@email.com,+18140270362,USA,New York,2021-10-30,direct,at_risk,inactive
1162,Customer_01162,customer_01162@email.com,+13153356934,Germany,Munich,2022-11-10,social_media,standard,active
1163,Customer_01163,customer_01163@email.com,+17745614646,Japan,Osaka,2022-09-01,organic,standard,active
1164,Customer_01164,customer_01164@email.com,+18726529127,Australia,Sydney,2022-11-28,organic,standard,active
1165,Customer_01165,customer_01165@email.com,+17771317721,Germany,Berlin,2022-08-08,direct,standard,active
1166,Customer_01166,customer_01166@email.com,+12207916194,UK,Leeds,2022-07-11,social_media,high_value,active
1167,Customer_01167,customer_01167@email.com,+19661748175,Germany,Cologne,2022-12-17,social_media,at_risk,inactive
1168,Customer_01168,customer_01168@email.com,+15683585586,Australia,Melbourne,2022-02-03,organic,at_risk,active
1169,Customer_01169,customer_01169@email.com,+16297870370,Japan,Osaka,2022-05-21,organic,standard,active
1170,Customer_01170,customer_01170@email.com,+17163917358,Germany,Cologne,2023-01-01,paid_search,standard,active
1171,Customer_01171,customer_01171@email.com,+16861529665,India,Chennai,2021-12-29,organic,standard,active
1172,Customer_01172,customer_01172@email.com,+16977770273,USA,Houston,2021-03-07,referral,standard,active
1173,Customer_01173,customer_01173@email.com,+14811433912,Australia,Sydney,2022-07-15,referral,at_risk,active
1174,Customer_01174,customer_01174@email.com,+17892024125,USA,Los Angeles,2022-06-26,paid_search,standard,active
1175,Customer_01175,customer_01175@email.com,+12710924824,UK,Birmingham,2021-10-15,organic,high_value,active
1176,Customer_01176,customer_01176@email.com,+17607119488,India,Bangalore,2021-03-01,paid_search,standard,active
1177,Customer_01177,customer_01177@email.com,+19299045096,Australia,Perth,2021-09-08,organic,churned,churned
1178,Customer_01178,customer_01178@email.com,+14815287619,India,Bangalore,2021-08-02,referral,standard,active
1179,Customer_01179,customer_01179@email.com,+12004665657,France,Paris,2022-04-08,organic,high_value,active
1180,Customer_01180,customer_01180@email.com,+16864908550,UK,Birmingham,2022-10-28,social_media,high_value,active
1181,Customer_01181,customer_01181@email.com,+14920503582,Japan,Yokohama,2021-05-24,organic,standard,active
1182,Customer_01182,customer_01182@email.com,+14987566830,USA,Chicago,2022-08-08,partnership,standard,dormant
1183,Customer_01183,customer_01183@email.com,+18108791813,France,Lyon,2021-12-24,referral,standard,active
1184,Customer_01184,customer_01184@email.com,+12304205279,USA,Chicago,2021-01-06,organic,at_risk,inactive
1185,Customer_01185,customer_01185@email.com,+19433572098,UK,Leeds,2021-10-20,organic,at_risk,inactive
1186,Customer_01186,customer_01186@email.com,+13345834347,USA,Chicago,2021-07-11,direct,at_risk,inactive
1187,Customer_01187,customer_01187@email.com,+12588965831,USA,Phoenix,2021-11-18,direct,standard,active
1188,Customer_01188,customer_01188@email.com,+19529755419,India,Chennai,2022-03-14,paid_search,standard,active
1189,Customer_01189,customer_01189@email.com,+12613549255,France,Lyon,2021-07-23,social_media,at_risk,inactive
1190,Customer_01190,customer_01190@email.com,+16331366019,Germany,Munich,2022-05-11,referral,standard,active
1191,Customer_01191,customer_01191@email.com,+13890212621,UK,Leeds,2022-10-09,partnership,standard,active
1192,Customer_01192,customer_01192@email.com,+16945114238,Japan,Yokohama,2022-10-30,referral,at_risk,active
1193,Customer_01193,customer_01193@email.com,+14948779260,India,Delhi,2021-05-23,social_media,standard,active
1194,Customer_01194,customer_01194@email.com,+16667289542,USA,Phoenix,2022-02-23,organic,standard,active
1195,Customer_01195,customer_01195@email.com,+15231729466,Australia,Melbourne,2022-10-06,referral,premium,active
1196,Customer_01196,customer_01196@email.com,+13649404491,UK,Birmingham,2022-11-13,organic,standard,active
1197,Customer_01197,customer_01197@email.com,+12600566083,Canada,Toronto,2022-05-02,social_media,at_risk,active
1198,Customer_01198,customer_01198@email.com,+12361845490,UK,Leeds,2022-09-12,organic,standard,active
1199,Customer_01199,customer_01199@email.com,+18871981446,Australia,Sydney,2021-04-13,organic,standard,active
1200,Customer_01200,customer_01200@email.com,+19640616463,UK,London,2022-11-05,organic,standard,active
1201,Customer_01201,customer_01201@email.com,+19936636137,USA,Phoenix,2021-07-01,organic,standard,active
1202,Customer_01202,customer_01202@email.com,+13295574037,UK,Leeds,2021-08-17,social_media,high_value,active
1203,Customer_01203,customer_01203@email.com,+14188382776,Canada,Vancouver,2022-05-06,paid_search,high_value,active
1204,Customer_01204,customer_01204@email.com,+17564310730,Canada,Vancouver,2023-01-01,organic,premium,active
1205,Customer_01205,customer_01205@email.com,+16100282913,Australia,Melbourne,2021-08-29,social_media,standard,dormant
1206,Customer_01206,customer_01206@email.com,+12484230338,Germany,Hamburg,2021-01-09,social_media,standard,active
1207,Customer_01207,customer_01207@email.com,+14550908958,USA,New York,2022-11-21,organic,standard,active
1208,Customer_01208,customer_01208@email.com,+16199176431,Australia,Perth,2021-10-20,paid_search,standard,active
1209,Customer_01209,customer_01209@email.com,+16011174770,Germany,Munich,2022-12-12,paid_search,standard,active
1210,Customer_01210,customer_01210@email.com,+19992135288,India,Bangalore,2021-06-30,referral,at_risk,inactive
1211,Customer_01211,customer_01211@email.com,+17864401879,USA,Houston,2022-04-03,organic,standard,active
1212,Customer_01212,customer_01212@email.com,+15275882971,USA,Houston,2022-06-25,direct,standard,active
1213,Customer_01213,customer_01213@email.com,+15308701294,UK,Leeds,2022-06-07,organic,standard,active
1214,Customer_01214,customer_01214@email.com,+12290050198,Australia,Sydney,2022-04-30,referral,at_risk,inactive
1215,Customer_01215,customer_01215@email.com,+13126077199,Japan,Osaka,2021-05-07,partnership,churned,churned
1216,Customer_01216,customer_01216@email.com,+16554679042,UK,London,2022-09-29,organic,standard,dormant
1217,Customer_01217,customer_01217@email.com,+14175875968,Japan,Osaka,2021-07-30,organic,premium,active
1218,Customer_01218,customer_01218@email.com,+18446956210,Germany,Berlin,2022-03-10,direct,standard,active
1219,Customer_01219,customer_01219@email.com,+15014253738,Australia,Sydney,2022-10-20,partnership,premium,active
1220,Customer_01220,customer_01220@email.com,+16648992056,Japan,Osaka,2021-06-09,organic,churned,churned
1221,Customer_01221,customer_01221@email.com,+14645901955,Japan,Tokyo,2022-08-04,paid_search,standard,active
1222,Customer_01222,customer_01222@email.com,+13331039957,Germany,Hamburg,2022-10-05,organic,standard,active
1223,Customer_01223,customer_01223@email.com,+15470591645,Japan,Tokyo,2021-08-27,referral,at_risk,active
1224,Customer_01224,customer_01224@email.com,+17973146318,Japan,Kobe,2022-09-18,referral,standard,active
1225,Customer_01225,customer_01225@email.com,+19220079186,Canada,Vancouver,2021-05-25,social_media,at_risk,active
1226,Customer_01226,customer_01226@email.com,+15000790068,Canada,Vancouver,2021-09-22,social_media,at_risk,inactive
1227,Customer_01227,customer_01227@email.com,+12248704157,India,Chennai,2022-01-06,paid_search,at_risk,active
1228,Customer_01228,customer_01228@email.com,+13866092821,Japan,Yokohama,2022-07-03,organic,standard,dormant
1229,Customer_01229,customer_01229@email.com,+14614915281,Australia,Brisbane,2021-07-09,paid_search,high_value,active
1230,Customer_01230,customer_01230@email.com,+19480516666,Japan,Osaka,2022-05-15,direct,high_value,active
1231,Customer_01231,customer_01231@email.com,+12513003815,India,Chennai,2021-05-17,direct,standard,active
1232,Customer_01232,customer_01232@email.com,+15012917912,Germany,Hamburg,2022-07-31,referral,standard,active
1233,Customer_01233,customer_01233@email.com,+16093173412,France,Toulouse,2022-06-01,direct,standard,active
1234,Customer_01234,customer_01234@email.com,+19657871283,Japan,Tokyo,2021-02-15,social_media,standard,active
1235,Customer_01235,customer_01235@email.com,+12717100421,Canada,Vancouver,2021-09-07,organic,standard,active
1236,Customer_01236,customer_01236@email.com,+19649869217,Germany,Munich,2021-05-10,organic,standard,active
1237,Customer_01237,customer_01237@email.com,+15807122420,Japan,Osaka,2022-02-08,direct,standard,active
1238,Customer_01238,customer_01238@email.com,+15466501821,France,Marseille,2022-02-09,organic,at_risk,dormant
1239,Customer_01239,customer_01239@email.com,+12274328104,Japan,Kobe,2022-02-24,social_media,standard,active
1240,Customer_01240,customer_01240@email.com,+12331013265,Canada,Vancouver,2022-05-10,organic,at_risk,active
1241,Customer_01241,customer_01241@email.com,+13546720356,Canada,Calgary,2022-05-17,organic,standard,active
1242,Customer_01242,customer_01242@email.com,+14434757387,Canada,Montreal,2022-03-10,social_media,standard,active
1243,Customer_01243,customer_01243@email.com,+17390682516,Australia,Sydney,2021-02-02,social_media,standard,active
1244,Customer_01244,customer_01244@email.com,+18759901872,Germany,Cologne,2022-05-23,partnership,at_risk,inactive
1245,Customer_01245,customer_01245@email.com,+17275956810,Canada,Calgary,2022-04-07,referral,standard,active
1246,Customer_01246,customer_01246@email.com,+16484108659,Japan,Yokohama,2022-12-09,organic,standard,active
1247,Customer_01247,customer_01247@email.com,+15706249669,France,Lyon,2021-08-22,organic,churned,churned
1248,Customer_01248,customer_01248@email.com,+14026213491,Japan,Osaka,2022-04-30,organic,standard,active
1249,Customer_01249,customer_01249@email.com,+17939851608,Japan,Tokyo,2022-01-06,organic,churned,churned
1250,Customer_01250,customer_01250@email.com,+15682870880,Germany,Cologne,2022-04-21,organic,standard,active
1251,Customer_01251,customer_01251@email.com,+19476102803,USA,Los Angeles,2021-10-13,organic,standard,active
1252,Customer_01252,customer_01252@email.com,+18082775755,Germany,Munich,2022-10-12,paid_search,at_risk,active
1253,Customer_01253,customer_01253@email.com,+17460011353,Japan,Kobe,2021-07-01,organic,standard,active
1254,Customer_01254,customer_01254@email.com,+13601198885,UK,London,2022-01-10,referral,standard,dormant
1255,Customer_01255,customer_01255@email.com,+12770278136,Germany,Cologne,2021-05-15,paid_search,at_risk,active
1256,Customer_01256,customer_01256@email.com,+16215140451,Germany,Cologne,2022-03-02,social_media,standard,active
1257,Customer_01257,customer_01257@email.com,+16591004084,USA,Los Angeles,2021-08-17,referral,standard,active
1258,Customer_01258,customer_01258@email.com,+15628588115,UK,Manchester,2021-12-08,paid_search,at_risk,active
1259,Customer_01259,customer_01259@email.com,+14375509447,Germany,Cologne,2021-10-11,paid_search,high_value,active
1260,Customer_01260,customer_01260@email.com,+12861876057,India,Mumbai,2021-01-23,direct,high_value,dormant
1261,Customer_01261,customer_01261@email.com,+14674551397,Canada,Calgary,2022-01-25,direct,at_risk,active
1262,Customer_01262,customer_01262@email.com,+18413935263,Japan,Tokyo,2021-11-06,referral,at_risk,active
1263,Customer_01263,customer_01263@email.com,+17134300222,Japan,Tokyo,2022-09-27,referral,standard,active
1264,Customer_01264,customer_01264@email.com,+19561213556,Germany,Munich,2022-03-25,paid_search,standard,active
1265,Customer_01265,customer_01265@email.com,+16322360079,Australia,Melbourne,2022-09-19,referral,at_risk,inactive
1266,Customer_01266,customer_01266@email.com,+17295684982,France,Toulouse,2021-05-13,referral,standard,active
1267,Customer_01267,customer_01267@email.com,+19900910187,USA,Phoenix,2021-10-19,direct,standard,active
1268,Customer_01268,customer_01268@email.com,+16301246694,Germany,Hamburg,2022-03-13,direct,at_risk,active
1269,Customer_01269,customer_01269@email.com,+15123364825,UK,Birmingham,2022-07-04,organic,at_risk,active
1270,Customer_01270,customer_01270@email.com,+12446457642,UK,Leeds,2022-10-23,paid_search,churned,churned
1271,Customer_01271,customer_01271@email.com,+18408215231,India,Delhi,2021-09-19,referral,at_risk,active
1272,Customer_01272,customer_01272@email.com,+16281907480,USA,Houston,2022-01-04,organic,standard,dormant
1273,Customer_01273,customer_01273@email.com,+12399546384,USA,Chicago,2021-10-28,paid_search,standard,active
1274,Customer_01274,customer_01274@email.com,+14232348845,Canada,Vancouver,2022-08-27,partnership,high_value,active
1275,Customer_01275,customer_01275@email.com,+13599840853,India,Mumbai,2021-02-07,organic,standard,active
1276,Customer_01276,customer_01276@email.com,+16659620414,Japan,Yokohama,2022-10-11,paid_search,high_value,active
1277,Customer_01277,customer_01277@email.com,+16868404900,Australia,Brisbane,2021-06-07,paid_search,at_risk,inactive
1278,Customer_01278,customer_01278@email.com,+16616361766,Australia,Melbourne,2021-11-15,referral,standard,active
1279,Customer_01279,customer_01279@email.com,+18163204518,USA,Los Angeles,2022-09-02,organic,standard,active
1280,Customer_01280,customer_01280@email.com,+13016926858,USA,Chicago,2021-06-13,organic,standard,active
1281,Customer_01281,customer_01281@email.com,+17647920261,UK,Birmingham,2022-09-10,organic,at_risk,inactive
1282,Customer_01282,customer_01282@email.com,+19304560850,Germany,Munich,2022-02-15,partnership,standard,active
1283,Customer_01283,customer_01283@email.com,+13366047498,Germany,Cologne,2021-08-28,paid_search,standard,active
1284,Customer_01284,customer_01284@email.com,+16615747363,UK,Leeds,2022-10-29,direct,standard,active
1285,Customer_01285,customer_01285@email.com,+19644771132,USA,New York,2021-02-02,direct,standard,active
1286,Customer_01286,customer_01286@email.com,+12667483244,Japan,Kobe,2022-07-24,paid_search,standard,active
1287,Customer_01287,customer_01287@email.com,+14001691476,France,Toulouse,2022-02-09,social_media,at_risk,inactive
1288,Customer_01288,customer_01288@email.com,+12891790792,UK,London,2022-10-13,social_media,at_risk,active
1289,Customer_01289,customer_01289@email.com,+17433167659,India,Mumbai,2022-01-27,referral,high_value,active
1290,Customer_01290,customer_01290@email.com,+16971920180,UK,Manchester,2022-06-05,paid_search,standard,active
1291,Customer_01291,customer_01291@email.com,+19844271076,Japan,Yokohama,2021-11-18,organic,standard,active
1292,Customer_01292,customer_01292@email.com,+12173215225,Canada,Vancouver,2022-09-27,organic,standard,active
1293,Customer_01293,customer_01293@email.com,+13407863065,India,Bangalore,2022-07-01,referral,standard,active
1294,Customer_01294,customer_01294@email.com,+17361058867,UK,London,2021-05-13,social_media,standard,dormant
1295,Customer_01295,customer_01295@email.com,+14205292512,Germany,Munich,2021-07-04,social_media,standard,active
1296,Customer_01296,customer_01296@email.com,+16254923696,UK,London,2022-07-17,social_media,at_risk,active
1297,Customer_01297,customer_01297@email.com,+18031818675,UK,Leeds,2022-03-21,direct,high_value,dormant
1298,Customer_01298,customer_01298@email.com,+13073108894,USA,Phoenix,2022-04-07,referral,at_risk,active
1299,Customer_01299,customer_01299@email.com,+12600406558,UK,Birmingham,2022-10-04,social_media,at_risk,active
1300,Customer_01300,customer_01300@email.com,+12051354601,France,Toulouse,2022-06-07,paid_search,churned,churned
1301,Customer_01301,customer_01301@email.com,+16220094152,Japan,Osaka,2021-01-16,social_media,standard,active
1302,Customer_01302,customer_01302@email.com,+15537650376,Japan,Osaka,2021-03-06,referral,standard,active
1303,Customer_01303,customer_01303@email.com,+19002074648,Canada,Vancouver,2021-10-17,organic,high_value,active
1304,Customer_01304,customer_01304@email.com,+18796028962,Japan,Tokyo,2022-04-06,organic,standard,active
1305,Customer_01305,customer_01305@email.com,+15490722186,India,Bangalore,2021-01-17,organic,standard,active
1306,Customer_01306,customer_01306@email.com,+12276905285,Canada,Toronto,2022-07-20,organic,standard,dormant
1307,Customer_01307,customer_01307@email.com,+12553155490,France,Toulouse,2021-05-03,organic,at_risk,active
1308,Customer_01308,customer_01308@email.com,+19857024930,UK,Leeds,2022-02-18,direct,standard,active
1309,Customer_01309,customer_01309@email.com,+16478346583,USA,Phoenix,2021-12-30,social_media,at_risk,inactive
1310,Customer_01310,customer_01310@email.com,+17016475427,Germany,Berlin,2021-02-06,organic,high_value,active
1311,Customer_01311,customer_01311@email.com,+13696506450,USA,Los Angeles,2021-06-27,organic,at_risk,active
1312,Customer_01312,customer_01312@email.com,+14934377138,UK,London,2022-10-21,direct,high_value,dormant
1313,Customer_01313,customer_01313@email.com,+17217165932,Australia,Melbourne,2021-11-24,social_media,standard,active
1314,Customer_01314,customer_01314@email.com,+13201966146,Australia,Sydney,2022-06-11,organic,standard,active
1315,Customer_01315,customer_01315@email.com,+16443785505,Germany,Hamburg,2021-07-20,organic,standard,active
1316,Customer_01316,customer_01316@email.com,+17350604874,UK,Manchester,2021-02-15,partnership,standard,active
1317,Customer_01317,customer_01317@email.com,+18064460321,Germany,Hamburg,2021-10-09,partnership,standard,active
1318,Customer_01318,customer_01318@email.com,+12261903104,Australia,Sydney,2021-05-24,direct,standard,active
1319,Customer_01319,customer_01319@email.com,+13201628712,Canada,Toronto,2021-06-14,direct,churned,churned
1320,Customer_01320,customer_01320@email.com,+17151632035,Australia,Sydney,2021-04-12,social_media,at_risk,inactive
1321,Customer_01321,customer_01321@email.com,+14258354191,India,Chennai,2022-06-27,referral,standard,active
1322,Customer_01322,customer_01322@email.com,+19740252964,USA,Los Angeles,2022-09-06,referral,standard,active
1323,Customer_01323,customer_01323@email.com,+16249456160,Germany,Hamburg,2022-08-21,social_media,standard,active
1324,Customer_01324,customer_01324@email.com,+13542374768,USA,Chicago,2021-03-07,organic,standard,active
1325,Customer_01325,customer_01325@email.com,+14081682554,UK,London,2022-03-07,paid_search,high_value,active
1326,Customer_01326,customer_01326@email.com,+13668084889,Australia,Sydney,2021-09-30,social_media,at_risk,active
1327,Customer_01327,customer_01327@email.com,+17664536031,USA,Houston,2021-01-02,social_media,at_risk,inactive
1328,Customer_01328,customer_01328@email.com,+15343796479,India,Delhi,2021-05-02,referral,standard,active
1329,Customer_01329,customer_01329@email.com,+16258594593,India,Chennai,2021-06-03,organic,standard,dormant
1330,Customer_01330,customer_01330@email.com,+19588529336,Germany,Hamburg,2022-01-30,direct,standard,active
1331,Customer_01331,customer_01331@email.com,+16183211669,Australia,Perth,2021-02-02,partnership,standard,active
1332,Customer_01332,customer_01332@email.com,+14821211202,India,Delhi,2021-08-08,partnership,standard,active
1333,Customer_01333,customer_01333@email.com,+19800885347,UK,Leeds,2021-08-11,social_media,standard,active
1334,Customer_01334,customer_01334@email.com,+17237332870,Australia,Melbourne,2022-12-15,paid_search,at_risk,dormant
1335,Customer_01335,customer_01335@email.com,+15424766939,France,Paris,2022-11-12,organic,standard,active
1336,Customer_01336,customer_01336@email.com,+19899399421,Canada,Vancouver,2022-10-10,direct,high_value,active
1337,Customer_01337,customer_01337@email.com,+12756345332,India,Bangalore,2021-10-16,referral,standard,active
1338,Customer_01338,customer_01338@email.com,+19757613850,Canada,Vancouver,2021-05-31,referral,standard,active
1339,Customer_01339,customer_01339@email.com,+16416113572,Japan,Yokohama,2022-10-01,organic,standard,active
1340,Customer_01340,customer_01340@email.com,+14420671425,India,Mumbai,2022-04-10,referral,at_risk,active
1341,Customer_01341,customer_01341@email.com,+18409064989,Germany,Hamburg,2021-04-11,partnership,at_risk,active
1342,Customer_01342,customer_01342@email.com,+14106408413,Australia,Melbourne,2022-01-03,organic,standard,active
1343,Customer_01343,customer_01343@email.com,+17294076999,UK,Manchester,2021-03-16,referral,at_risk,inactive
1344,Customer_01344,customer_01344@email.com,+14261079164,USA,Houston,2021-08-04,organic,at_risk,inactive
1345,Customer_01345,customer_01345@email.com,+17160250220,Germany,Munich,2022-09-03,partnership,at_risk,inactive
1346,Customer_01346,customer_01346@email.com,+15079223686,UK,Leeds,2022-10-13,referral,standard,active
1347,Customer_01347,customer_01347@email.com,+19921139830,Germany,Hamburg,2022-04-10,social_media,standard,active
1348,Customer_01348,customer_01348@email.com,+12094115188,USA,Los Angeles,2021-07-31,organic,high_value,active
1349,Customer_01349,customer_01349@email.com,+15939447721,Australia,Melbourne,2021-09-20,direct,standard,active
1350,Customer_01350,customer_01350@email.com,+15696547227,Germany,Munich,2021-09-29,social_media,at_risk,active
1351,Customer_01351,customer_01351@email.com,+17899527473,UK,London,2021-03-12,organic,high_value,active
1352,Customer_01352,customer_01352@email.com,+12433929868,Australia,Perth,2022-08-20,organic,at_risk,active
1353,Customer_01353,customer_01353@email.com,+16881022727,France,Lyon,2021-01-31,paid_search,standard,active
1354,Customer_01354,customer_01354@email.com,+16074607702,Japan,Osaka,2021-12-20,organic,standard,active
1355,Customer_01355,customer_01355@email.com,+19695905031,France,Toulouse,2021-06-18,organic,churned,churned
1356,Customer_01356,customer_01356@email.com,+14788208029,India,Delhi,2022-11-06,organic,standard,active
1357,Customer_01357,customer_01357@email.com,+19273786508,Canada,Vancouver,2022-01-15,direct,high_value,active
1358,Customer_01358,customer_01358@email.com,+15380104018,UK,Manchester,2022-07-06,paid_search,churned,churned
1359,Customer_01359,customer_01359@email.com,+18824488935,USA,Chicago,2022-11-06,organic,at_risk,inactive
1360,Customer_01360,customer_01360@email.com,+17612763018,Germany,Hamburg,2021-06-05,social_media,at_risk,inactive
1361,Customer_01361,customer_01361@email.com,+12546957087,UK,Manchester,2021-02-14,paid_search,premium,active
1362,Customer_01362,customer_01362@email.com,+17976882606,Canada,Montreal,2021-11-26,paid_search,standard,active
1363,Customer_01363,customer_01363@email.com,+12139082827,Germany,Munich,2021-02-17,organic,standard,active
1364,Customer_01364,customer_01364@email.com,+17243705169,USA,Chicago,2022-06-22,partnership,at_risk,active
1365,Customer_01365,customer_01365@email.com,+16023043447,Japan,Tokyo,2021-05-11,organic,standard,active
1366,Customer_01366,customer_01366@email.com,+15201225242,Germany,Munich,2022-04-02,organic,standard,active
1367,Customer_01367,customer_01367@email.com,+16219288481,India,Mumbai,2022-08-15,partnership,high_value,active
1368,Customer_01368,customer_01368@email.com,+16676042593,India,Delhi,2022-11-06,social_media,standard,active
1369,Customer_01369,customer_01369@email.com,+15808147844,France,Paris,2022-01-28,paid_search,at_risk,active
1370,Customer_01370,customer_01370@email.com,+17366737139,Canada,Vancouver,2022-04-27,referral,at_risk,active
1371,Customer_01371,customer_01371@email.com,+17397304760,Australia,Perth,2021-05-18,paid_search,standard,dormant
1372,Customer_01372,customer_01372@email.com,+12005502537,UK,Birmingham,2022-03-26,direct,standard,active
1373,Customer_01373,customer_01373@email.com,+15146426435,Japan,Kobe,2022-04-23,referral,standard,active
1374,Customer_01374,customer_01374@email.com,+18412738311,Germany,Berlin,2021-08-03,organic,at_risk,active
1375,Customer_01375,customer_01375@email.com,+14345155074,USA,Phoenix,2022-01-01,paid_search,standard,active
1376,Customer_01376,customer_01376@email.com,+18354357951,Japan,Yokohama,2022-11-23,paid_search,standard,active
1377,Customer_01377,customer_01377@email.com,+19090860287,Japan,Kobe,2021-01-22,paid_search,standard,active
1378,Customer_01378,customer_01378@email.com,+12698604397,UK,London,2021-11-07,partnership,standard,active
1379,Customer_01379,customer_01379@email.com,+15632522232,Germany,Berlin,2022-05-28,direct,standard,dormant
1380,Customer_01380,customer_01380@email.com,+13368878709,Canada,Calgary,2022-06-27,partnership,at_risk,inactive
1381,Customer_01381,customer_01381@email.com,+12318688299,Japan,Tokyo,2021-11-19,organic,standard,active
1382,Customer_01382,customer_01382@email.com,+13612579345,India,Chennai,2022-01-14,organic,standard,active
1383,Customer_01383,customer_01383@email.com,+18644513082,France,Toulouse,2021-02-07,social_media,high_value,active
1384,Customer_01384,customer_01384@email.com,+18846309036,UK,Manchester,2022-05-21,referral,at_risk,dormant
1385,Customer_01385,customer_01385@email.com,+18368305997,India,Delhi,2021-05-22,organic,standard,active
1386,Customer_01386,customer_01386@email.com,+17003624845,Germany,Berlin,2022-10-23,referral,at_risk,inactive
1387,Customer_01387,customer_01387@email.com,+12674755608,India,Bangalore,2021-05-26,organic,standard,active
1388,Customer_01388,customer_01388@email.com,+17177799849,Japan,Tokyo,2022-05-26,paid_search,standard,active
1389,Customer_01389,customer_01389@email.com,+19289404340,Australia,Melbourne,2022-12-29,partnership,premium,active
1390,Customer_01390,customer_01390@email.com,+17434270795,Australia,Sydney,2022-06-01,paid_search,at_risk,active
1391,Customer_01391,customer_01391@email.com,+13020262123,Canada,Toronto,2021-06-08,direct,at_risk,inactive
1392,Customer_01392,customer_01392@email.com,+18750699929,France,Marseille,2021-04-09,paid_search,at_risk,inactive
1393,Customer_01393,customer_01393@email.com,+12659663750,Australia,Sydney,2021-11-03,organic,standard,active
1394,Customer_01394,customer_01394@email.com,+13836553621,Australia,Melbourne,2022-01-31,organic,standard,active
1395,Customer_01395,customer_01395@email.com,+19138322502,UK,London,2022-07-19,referral,high_value,active
1396,Customer_01396,customer_01396@email.com,+12857596764,Canada,Montreal,2021-02-15,direct,standard,active
